Theta            Phi               dBi                 abs_theta              phase_theta      abs_phi                phase_phi         ax_ratio
 120.000         -75.000           -1.481e+01          -1.768e+01              20.842          -1.796e+01             318.912           4.446e+00     
 125.000         -75.000           -1.637e+01          -1.768e+01              21.022          -2.220e+01             292.175           4.527e+00     
 130.000         -75.000           -1.635e+01          -1.760e+01              21.268          -2.238e+01             240.692           1.047e+01     
 135.000         -75.000           -1.475e+01          -1.745e+01              21.720          -1.810e+01             213.171           2.000e+01     
 140.000         -75.000           -1.265e+01          -1.723e+01              22.512          -1.452e+01             204.683           3.487e+01     
 145.000         -75.000           -1.068e+01          -1.696e+01              23.746          -1.185e+01             202.639           4.000e+01     
 150.000         -75.000           -8.992e+00          -1.666e+01              25.448          -9.806e+00             203.258           3.684e+01     
 155.000         -75.000           -7.582e+00          -1.636e+01              27.609          -8.199e+00             205.207           3.695e+01     
 160.000         -75.000           -6.434e+00          -1.609e+01              30.165          -6.931e+00             207.907           3.825e+01     
 165.000         -75.000           -5.530e+00          -1.588e+01              33.021          -5.950e+00             211.065           4.000e+01     
 170.000         -75.000           -4.859e+00          -1.577e+01              36.071          -5.227e+00             214.519           4.000e+01     
 175.000         -75.000           -4.416e+00          -1.578e+01              39.208          -4.745e+00             218.177           4.000e+01     
-180.000         -70.000           -4.197e+00          -1.353e+01              42.248          -4.735e+00             221.976           4.000e+01     
-175.000         -70.000           -4.196e+00          -1.378e+01              46.698          -4.702e+00             227.110           4.000e+01     
-170.000         -70.000           -4.472e+00          -1.430e+01              50.973          -4.949e+00             232.294           4.000e+01     
-165.000         -70.000           -5.031e+00          -1.511e+01              55.054          -5.480e+00             237.544           3.777e+01     
-160.000         -70.000           -5.885e+00          -1.626e+01              58.897          -6.303e+00             242.845           3.403e+01     
-155.000         -70.000           -7.054e+00          -1.777e+01              62.396          -7.439e+00             248.129           3.111e+01     
-150.000         -70.000           -8.574e+00          -1.970e+01              65.320          -8.923e+00             253.231           2.869e+01     
-145.000         -70.000           -1.052e+01          -2.212e+01              67.192          -1.083e+01             257.798           2.660e+01     
-140.000         -70.000           -1.301e+01          -2.511e+01              66.938          -1.329e+01             261.033           2.461e+01     
-135.000         -70.000           -1.634e+01          -2.877e+01              62.032          -1.660e+01             260.825           2.248e+01     
